TAG,TAG,TAG,TAG,TAG,TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
CC,0,26,80,3,0,43,76,17,1,0,13,65,53,104,1,0,0,35,6,35,1,0,0,0,2,0,22,34,7,11,7,11,0,5,0,0
CD,49,42,28,1,0,133,38,7,0,0,5,221,133,62,0,0,1,6,2,11,0,0,0,0,21,0,0,17,5,8,0,5,3,2,0,1
DT,1,47,2,0,0,16,445,31,31,0,7,1219,149,169,1,0,0,3,0,24,5,3,0,0,0,0,0,4,13,11,1,16,0,0,0,0
EX,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,6,10,0,0,0,0
FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,8,183,998,11,0,35,255,20,11,0,0,305,221,533,0,3,0,80,86,35,0,0,0,0,5,0,0,0,60,10,0,1,7,5,0,2
JJ,38,134,31,1,0,123,97,1,9,0,1,737,304,92,0,0,0,22,0,11,0,0,0,0,53,0,0,7,5,3,1,1,2,0,0,3
JJR,7,0,1,0,0,44,10,0,0,0,0,50,28,6,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
JJS,0,2,6,0,0,9,7,0,0,0,0,30,16,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,70,1,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0
NN,203,55,161,6,0,1106,52,6,1,0,68,642,339,272,0,0,83,131,2,119,7,1,6,0,170,0,9,242,64,54,14,151,58,9,0,15
NNS,139,4,67,1,0,407,36,8,3,0,81,59,49,98,2,0,26,66,4,65,6,0,1,0,73,0,4,233,53,30,100,13,29,12,2,7
NP,123,82,95,0,0,149,90,2,2,0,42,220,72,1250,77,0,176,72,5,57,4,0,1,0,14,0,2,415,11,8,10,80,35,21,0,10
NPS,6,0,1,0,0,5,0,0,0,0,2,5,0,53,0,0,1,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0
PDT,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,4,3,2,0,0,1,56,0,12,0,0,118,36,44,0,0,0,1,0,4,0,0,0,0,0,0,0,5,2,1,0,1,0,0,0,0
PP,7,0,8,0,0,23,3,1,0,0,101,0,1,6,0,0,0,5,0,40,0,0,1,0,7,0,5,211,3,4,201,104,0,0,0,0
PP$,0,3,1,0,0,0,47,0,2,0,0,90,46,12,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RB,22,62,56,0,0,122,107,18,0,0,9,12,15,27,0,0,2,25,4,71,6,0,0,0,13,0,139,57,38,72,17,41,2,3,0,0
RBR,1,0,7,0,0,3,23,0,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
RBS,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP,3,3,13,0,0,30,5,0,0,0,0,2,1,4,0,0,0,3,2,5,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0
SYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,48,52,0,0,2,20,3,0,0,0,53,23,49,0,0,0,3,4,4,1,0,0,0,0,0,388,0,1,2,0,0,0,0,0,2
UH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,7,25,179,2,0,128,83,12,0,0,1,48,50,48,1,1,0,48,29,37,7,0,31,0,40,0,9,4,16,78,0,1,1,1,0,6
VBD,18,49,168,3,0,169,98,8,3,0,0,50,43,208,0,1,0,123,29,102,2,0,21,0,48,0,9,7,81,61,1,2,2,1,0,4
VBG,2,3,68,0,0,73,24,4,0,0,0,49,44,25,0,0,0,17,11,17,2,0,9,0,71,0,0,4,1,11,1,3,0,1,0,0
VBN,15,2,35,2,0,188,17,1,0,0,3,36,25,22,0,0,0,12,6,21,2,0,7,0,65,0,3,4,4,11,1,1,0,1,0,1
VBP,1,6,42,1,0,16,31,5,0,0,0,8,14,9,0,0,1,32,6,83,1,0,0,0,28,0,2,6,43,39,0,2,2,2,0,0
VBZ,3,21,80,1,0,47,44,8,1,0,2,23,10,20,0,0,0,13,4,104,1,0,7,0,31,1,3,0,27,66,1,0,0,2,0,2
WDT,0,2,1,0,0,2,0,0,0,0,26,0,0,1,0,0,0,3,0,6,0,0,0,0,0,0,0,30,0,0,11,61,0,0,0,0
WP,0,0,2,0,0,0,0,0,0,0,4,2,0,4,0,0,0,8,1,5,0,0,0,0,0,0,0,18,0,0,4,17,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,0,12,1,0,0,8,0,0,0,0,1,5,2,0,0,0,13,0,4,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0
